It,AveBestFitness,ExperimentName
0,107.95868079266509,c1=0.25
1,79.69308258303451,c1=0.25
2,78.70970278897813,c1=0.25
3,78.47780255032916,c1=0.25
4,78.33646628179547,c1=0.25
5,76.8766663026102,c1=0.25
6,76.01017783877518,c1=0.25
7,75.7352864579399,c1=0.25
8,73.68549699553468,c1=0.25
9,71.67329144274285,c1=0.25
10,71.4856685838498,c1=0.25
11,70.29735615487746,c1=0.25
12,70.29735615487746,c1=0.25
13,70.15925959316488,c1=0.25
14,70.0022003083072,c1=0.25
15,70.0022003083072,c1=0.25
16,69.56092259477484,c1=0.25
17,69.50793035649147,c1=0.25
18,68.99957261706842,c1=0.25
19,68.44648612227738,c1=0.25
20,68.2209040349387,c1=0.25
21,67.45645539147952,c1=0.25
22,67.45645539147952,c1=0.25
23,67.24320151265836,c1=0.25
24,67.24320151265836,c1=0.25
25,66.7730313806521,c1=0.25
26,66.57902052861478,c1=0.25
27,66.57902052861478,c1=0.25
28,66.57902052861478,c1=0.25
29,66.57902052861478,c1=0.25
30,66.57902052861478,c1=0.25
31,66.57902052861478,c1=0.25
32,66.54044086470172,c1=0.25
33,66.4594987779239,c1=0.25
34,66.4594987779239,c1=0.25
35,66.4594987779239,c1=0.25
36,65.93426067086085,c1=0.25
37,65.7478214505857,c1=0.25
38,65.6628736818852,c1=0.25
39,65.6628736818852,c1=0.25
40,65.6628736818852,c1=0.25
41,65.6628736818852,c1=0.25
42,65.6628736818852,c1=0.25
43,65.6628736818852,c1=0.25
44,65.6628736818852,c1=0.25
45,65.6628736818852,c1=0.25
46,65.6628736818852,c1=0.25
47,65.6628736818852,c1=0.25
48,65.6628736818852,c1=0.25
49,65.6628736818852,c1=0.25
50,65.6628736818852,c1=0.25
51,65.6628736818852,c1=0.25
52,65.25458464980687,c1=0.25
53,65.25458464980687,c1=0.25
54,65.25458464980687,c1=0.25
55,65.25458464980687,c1=0.25
56,65.25458464980687,c1=0.25
57,65.25458464980687,c1=0.25
58,65.17164071114345,c1=0.25
59,65.17164071114345,c1=0.25
60,65.17164071114345,c1=0.25
61,65.17164071114345,c1=0.25
62,65.17164071114345,c1=0.25
63,65.04103009192326,c1=0.25
64,65.04103009192326,c1=0.25
65,65.04103009192326,c1=0.25
66,65.04103009192326,c1=0.25
67,65.04103009192326,c1=0.25
68,65.04103009192326,c1=0.25
69,65.04103009192326,c1=0.25
70,65.04103009192326,c1=0.25
71,65.04103009192326,c1=0.25
72,64.92565116444668,c1=0.25
73,64.92565116444668,c1=0.25
74,64.92565116444668,c1=0.25
75,64.92565116444668,c1=0.25
76,64.92565116444668,c1=0.25
77,64.92565116444668,c1=0.25
78,64.92565116444668,c1=0.25
79,64.32338487471846,c1=0.25
80,64.32338487471846,c1=0.25
81,64.32338487471846,c1=0.25
82,64.1639398975059,c1=0.25
83,64.1639398975059,c1=0.25
84,64.1639398975059,c1=0.25
85,63.85231713532778,c1=0.25
86,63.85231713532778,c1=0.25
87,63.72852315503729,c1=0.25
88,63.72852315503729,c1=0.25
89,63.72852315503729,c1=0.25
90,63.72852315503729,c1=0.25
91,63.72852315503729,c1=0.25
92,63.72852315503729,c1=0.25
93,63.72852315503729,c1=0.25
94,63.68324977979065,c1=0.25
95,63.68324977979065,c1=0.25
96,63.68324977979065,c1=0.25
97,63.59442446732705,c1=0.25
98,63.59442446732705,c1=0.25
99,63.59442446732705,c1=0.25
0,108.68176339691873,c1=0.5
1,79.81298666418894,c1=0.5
2,78.0438542439238,c1=0.5
3,77.85436263158542,c1=0.5
4,76.71347920756176,c1=0.5
5,74.04016053433408,c1=0.5
6,71.91115147508755,c1=0.5
7,71.86285254341809,c1=0.5
8,70.93706712712161,c1=0.5
9,70.78299169112272,c1=0.5
10,70.51322053655741,c1=0.5
11,69.6162878474578,c1=0.5
12,69.11720163933909,c1=0.5
13,68.81693598860109,c1=0.5
14,68.79234313520985,c1=0.5
15,68.7341798917957,c1=0.5
16,68.31222244641712,c1=0.5
17,67.58901747657369,c1=0.5
18,67.58901747657369,c1=0.5
19,67.39995926436184,c1=0.5
20,67.2639215988573,c1=0.5
21,66.82900971177885,c1=0.5
22,66.73762504775992,c1=0.5
23,66.73762504775992,c1=0.5
24,66.52652198913437,c1=0.5
25,66.52652198913437,c1=0.5
26,66.41007450463195,c1=0.5
27,66.31342924460624,c1=0.5
28,65.87665793907374,c1=0.5
29,65.73603812129485,c1=0.5
30,65.73603812129485,c1=0.5
31,65.09817683677944,c1=0.5
32,65.09817683677944,c1=0.5
33,65.09817683677944,c1=0.5
34,64.9713364169169,c1=0.5
35,64.85147636992255,c1=0.5
36,64.83677614916948,c1=0.5
37,63.664328818275415,c1=0.5
38,63.664328818275415,c1=0.5
39,63.25712437489388,c1=0.5
40,63.09244332638524,c1=0.5
41,63.09244332638524,c1=0.5
42,62.70843686070454,c1=0.5
43,62.70843686070454,c1=0.5
44,62.70843686070454,c1=0.5
45,62.68296993859694,c1=0.5
46,62.59821337665336,c1=0.5
47,62.59821337665336,c1=0.5
48,62.512689687853545,c1=0.5
49,62.512689687853545,c1=0.5
50,62.512689687853545,c1=0.5
51,62.512689687853545,c1=0.5
52,62.512689687853545,c1=0.5
53,62.512689687853545,c1=0.5
54,62.512689687853545,c1=0.5
55,62.30541307289908,c1=0.5
56,62.30541307289908,c1=0.5
57,62.30541307289908,c1=0.5
58,62.30541307289908,c1=0.5
59,61.60037320878852,c1=0.5
60,61.60037320878852,c1=0.5
61,61.60037320878852,c1=0.5
62,61.572987977362374,c1=0.5
63,61.48463615214834,c1=0.5
64,61.48463615214834,c1=0.5
65,61.48463615214834,c1=0.5
66,61.48463615214834,c1=0.5
67,61.48463615214834,c1=0.5
68,61.37531483277898,c1=0.5
69,61.37531483277898,c1=0.5
70,61.37531483277898,c1=0.5
71,61.37531483277898,c1=0.5
72,61.33780786927559,c1=0.5
73,61.33780786927559,c1=0.5
74,61.33780786927559,c1=0.5
75,61.33780786927559,c1=0.5
76,61.33780786927559,c1=0.5
77,61.33780786927559,c1=0.5
78,61.202387813964016,c1=0.5
79,61.202387813964016,c1=0.5
80,61.202387813964016,c1=0.5
81,61.202387813964016,c1=0.5
82,61.202387813964016,c1=0.5
83,61.202387813964016,c1=0.5
84,61.202387813964016,c1=0.5
85,61.202387813964016,c1=0.5
86,61.19763928315465,c1=0.5
87,61.08735732972597,c1=0.5
88,61.08735732972597,c1=0.5
89,61.08735732972597,c1=0.5
90,61.08735732972597,c1=0.5
91,60.904502153719065,c1=0.5
92,60.904502153719065,c1=0.5
93,60.904502153719065,c1=0.5
94,60.904502153719065,c1=0.5
95,60.904502153719065,c1=0.5
96,60.904502153719065,c1=0.5
97,60.904502153719065,c1=0.5
98,60.904502153719065,c1=0.5
99,60.904502153719065,c1=0.5
0,105.93722262912448,c1=1
1,80.55321040048919,c1=1
2,74.49633114759114,c1=1
3,72.19935810676871,c1=1
4,70.02734069347976,c1=1
5,68.1147337989344,c1=1
6,67.48426546280093,c1=1
7,67.06594320297155,c1=1
8,65.91362469514968,c1=1
9,65.28834387121663,c1=1
10,63.59998795868641,c1=1
11,62.98296292187646,c1=1
12,61.851361989823765,c1=1
13,61.41605000615961,c1=1
14,61.41605000615961,c1=1
15,60.3737571291942,c1=1
16,60.355780370084766,c1=1
17,60.194201628301634,c1=1
18,59.80806403085458,c1=1
19,59.80585981051485,c1=1
20,59.74315994250189,c1=1
21,58.75991274572934,c1=1
22,58.50263145567054,c1=1
23,58.33879932129058,c1=1
24,57.59971061938298,c1=1
25,57.59299574432725,c1=1
26,57.130351890615124,c1=1
27,57.130351890615124,c1=1
28,57.130351890615124,c1=1
29,57.130351890615124,c1=1
30,56.942721426335986,c1=1
31,56.942721426335986,c1=1
32,56.87283566015841,c1=1
33,56.87283566015841,c1=1
34,56.87283566015841,c1=1
35,56.87283566015841,c1=1
36,56.76487840961816,c1=1
37,56.76487840961816,c1=1
38,56.67731029379137,c1=1
39,56.67731029379137,c1=1
40,55.98073880768573,c1=1
41,55.98073880768573,c1=1
42,55.98073880768573,c1=1
43,55.98073880768573,c1=1
44,55.98073880768573,c1=1
45,55.98073880768573,c1=1
46,55.98073880768573,c1=1
47,55.98073880768573,c1=1
48,55.36647834728832,c1=1
49,55.36647834728832,c1=1
50,55.30884903166702,c1=1
51,55.15072814429443,c1=1
52,55.05190146103279,c1=1
53,55.05190146103279,c1=1
54,55.05190146103279,c1=1
55,55.05190146103279,c1=1
56,55.05190146103279,c1=1
57,54.99549054261185,c1=1
58,54.99549054261185,c1=1
59,54.99549054261185,c1=1
60,54.99549054261185,c1=1
61,54.99549054261185,c1=1
62,54.99549054261185,c1=1
63,54.99549054261185,c1=1
64,54.83065703076105,c1=1
65,54.83065703076105,c1=1
66,54.83065703076105,c1=1
67,54.83065703076105,c1=1
68,54.58018439520253,c1=1
69,54.58018439520253,c1=1
70,54.58018439520253,c1=1
71,54.563186921935305,c1=1
72,54.563186921935305,c1=1
73,54.563186921935305,c1=1
74,54.563186921935305,c1=1
75,54.563186921935305,c1=1
76,54.563186921935305,c1=1
77,54.563186921935305,c1=1
78,54.563186921935305,c1=1
79,53.84530033822804,c1=1
80,53.84530033822804,c1=1
81,53.84530033822804,c1=1
82,53.84530033822804,c1=1
83,53.84530033822804,c1=1
84,53.84530033822804,c1=1
85,53.84530033822804,c1=1
86,53.84530033822804,c1=1
87,53.84530033822804,c1=1
88,53.84530033822804,c1=1
89,53.84530033822804,c1=1
90,53.84530033822804,c1=1
91,53.84530033822804,c1=1
92,53.84530033822804,c1=1
93,53.8412524971114,c1=1
94,53.8412524971114,c1=1
95,53.8412524971114,c1=1
96,53.8412524971114,c1=1
97,53.8412524971114,c1=1
98,53.8412524971114,c1=1
99,53.8412524971114,c1=1
0,106.81234531809268,c1=2
1,79.68772840146192,c1=2
2,76.36004466093816,c1=2
3,73.54487451363389,c1=2
4,71.66595172828326,c1=2
5,69.31709150638825,c1=2
6,67.06275896562907,c1=2
7,67.00061096125926,c1=2
8,66.15786357210719,c1=2
9,66.13084719229347,c1=2
10,65.28560513997054,c1=2
11,65.03967064119291,c1=2
12,63.939705888752115,c1=2
13,63.14800717313633,c1=2
14,63.14800717313633,c1=2
15,62.90773974787375,c1=2
16,62.817117280812504,c1=2
17,62.689683270022236,c1=2
18,62.49490849075243,c1=2
19,62.406743318642654,c1=2
20,62.406743318642654,c1=2
21,62.406743318642654,c1=2
22,62.406743318642654,c1=2
23,62.406743318642654,c1=2
24,61.50084369069631,c1=2
25,61.05590872588731,c1=2
26,61.05590872588731,c1=2
27,61.022794049758616,c1=2
28,61.022794049758616,c1=2
29,61.022794049758616,c1=2
30,60.600243439604824,c1=2
31,60.600243439604824,c1=2
32,60.600243439604824,c1=2
33,60.600243439604824,c1=2
34,60.600243439604824,c1=2
35,60.600243439604824,c1=2
36,60.600243439604824,c1=2
37,60.600243439604824,c1=2
38,60.600243439604824,c1=2
39,60.268200264508735,c1=2
40,60.268200264508735,c1=2
41,60.268200264508735,c1=2
42,60.140361521225906,c1=2
43,60.140361521225906,c1=2
44,60.140361521225906,c1=2
45,60.140361521225906,c1=2
46,60.140361521225906,c1=2
47,60.140361521225906,c1=2
48,59.76065284805411,c1=2
49,59.6697824723283,c1=2
50,59.6697824723283,c1=2
51,59.6697824723283,c1=2
52,59.6697824723283,c1=2
53,59.6697824723283,c1=2
54,59.6697824723283,c1=2
55,59.6697824723283,c1=2
56,59.6697824723283,c1=2
57,59.53936470045981,c1=2
58,59.53936470045981,c1=2
59,59.53936470045981,c1=2
60,59.53936470045981,c1=2
61,59.53936470045981,c1=2
62,59.53936470045981,c1=2
63,59.53936470045981,c1=2
64,59.53936470045981,c1=2
65,59.53936470045981,c1=2
66,59.53936470045981,c1=2
67,59.53936470045981,c1=2
68,59.53936470045981,c1=2
69,59.53936470045981,c1=2
70,59.53936470045981,c1=2
71,59.53936470045981,c1=2
72,59.53936470045981,c1=2
73,59.53936470045981,c1=2
74,59.53936470045981,c1=2
75,59.53936470045981,c1=2
76,59.53936470045981,c1=2
77,59.53936470045981,c1=2
78,59.53936470045981,c1=2
79,59.53936470045981,c1=2
80,59.53936470045981,c1=2
81,59.53936470045981,c1=2
82,59.53936470045981,c1=2
83,59.53936470045981,c1=2
84,59.53936470045981,c1=2
85,59.53936470045981,c1=2
86,59.53936470045981,c1=2
87,59.53936470045981,c1=2
88,59.53936470045981,c1=2
89,59.53936470045981,c1=2
90,59.53936470045981,c1=2
91,59.53936470045981,c1=2
92,59.53936470045981,c1=2
93,59.53936470045981,c1=2
94,59.53936470045981,c1=2
95,59.53936470045981,c1=2
96,59.53936470045981,c1=2
97,59.53936470045981,c1=2
98,59.53936470045981,c1=2
99,59.53936470045981,c1=2
0,110.60835078514222,c1=3
1,82.58024816338583,c1=3
2,76.79659811787194,c1=3
3,74.8612491208319,c1=3
4,72.54352985931251,c1=3
5,70.39941174648796,c1=3
6,69.41348104310903,c1=3
7,68.14292144664232,c1=3
8,67.84070684205189,c1=3
9,67.45977264204213,c1=3
10,67.0873942539808,c1=3
11,67.04340158904014,c1=3
12,66.49307948322785,c1=3
13,65.90057149331129,c1=3
14,65.72960352595481,c1=3
15,65.72960352595481,c1=3
16,65.53050829719639,c1=3
17,65.32838092305546,c1=3
18,65.27180073731516,c1=3
19,65.17034673710316,c1=3
20,65.17034673710316,c1=3
21,65.17034673710316,c1=3
22,65.17034673710316,c1=3
23,65.00745336672833,c1=3
24,64.79400017301194,c1=3
25,64.79400017301194,c1=3
26,64.66911187582738,c1=3
27,64.66911187582738,c1=3
28,64.66911187582738,c1=3
29,64.52922182504459,c1=3
30,64.52922182504459,c1=3
31,64.52922182504459,c1=3
32,64.52922182504459,c1=3
33,64.52922182504459,c1=3
34,64.52922182504459,c1=3
35,64.44881668789962,c1=3
36,64.44881668789962,c1=3
37,64.44881668789962,c1=3
38,64.44881668789962,c1=3
39,64.44881668789962,c1=3
40,64.44881668789962,c1=3
41,64.44881668789962,c1=3
42,64.44881668789962,c1=3
43,64.44881668789962,c1=3
44,64.44881668789962,c1=3
45,64.44881668789962,c1=3
46,64.4079645848209,c1=3
47,64.4079645848209,c1=3
48,64.4079645848209,c1=3
49,64.4079645848209,c1=3
50,64.4079645848209,c1=3
51,64.4079645848209,c1=3
52,64.4079645848209,c1=3
53,64.26452757659294,c1=3
54,64.26452757659294,c1=3
55,64.26452757659294,c1=3
56,64.26452757659294,c1=3
57,64.26452757659294,c1=3
58,64.26452757659294,c1=3
59,64.26452757659294,c1=3
60,64.26452757659294,c1=3
61,64.26452757659294,c1=3
62,64.26452757659294,c1=3
63,64.26452757659294,c1=3
64,64.26452757659294,c1=3
65,64.12824043269413,c1=3
66,64.12824043269413,c1=3
67,64.12824043269413,c1=3
68,64.12824043269413,c1=3
69,64.12824043269413,c1=3
70,64.12824043269413,c1=3
71,64.12824043269413,c1=3
72,64.12824043269413,c1=3
73,64.12824043269413,c1=3
74,64.12824043269413,c1=3
75,64.12824043269413,c1=3
76,64.08835305314913,c1=3
77,64.08835305314913,c1=3
78,64.08835305314913,c1=3
79,64.08835305314913,c1=3
80,64.08835305314913,c1=3
81,64.08835305314913,c1=3
82,63.93600460724685,c1=3
83,63.93600460724685,c1=3
84,63.93600460724685,c1=3
85,63.93600460724685,c1=3
86,63.93600460724685,c1=3
87,63.93600460724685,c1=3
88,63.93600460724685,c1=3
89,63.93600460724685,c1=3
90,63.93600460724685,c1=3
91,63.93600460724685,c1=3
92,63.67927425025619,c1=3
93,63.67927425025619,c1=3
94,63.67927425025619,c1=3
95,63.67927425025619,c1=3
96,63.67927425025619,c1=3
97,63.67927425025619,c1=3
98,63.67927425025619,c1=3
99,63.67927425025619,c1=3
